developer,total_games,avg_price_usd,avg_positive_review_percentage,total_reviews
Illwinter Game Design,10,11.06,90.99,7381
Remix Games,10,0.69,90.03,421
Hijong Park,10,1.11,89.82,583
Zetsubou,10,3.3,89.71,1113
Cuddle Code,10,3.4,89.47,841
Graverobber Foundation,10,4.63,88.82,612
PixelGreeds,10,2.43,88.72,1262
Notovia,10,5.75,88.66,5192
Sounding Stone / 老奉毊,10,4.28,88.56,696
Ryan Bissonnette,10,3.59,88.33,25
MFC STUDIO,10,7.2,88.12,146
InvertMouse,10,6.19,88.01,3753
Nevosoft,10,6.19,87.81,221
Pixeljam,10,1.24,87.66,4410
Matthew Brown,10,0.8,87.41,16186
Scumhead,10,3.9,87.35,3380
Desert Fox,10,1.9,86.78,3649
Moonbit,10,3.09,86.43,2617
Euphoria Games,10,3.44,85.88,986
Slitherine Ltd.,10,12.69,85.75,10152
Zoom Out Games,10,8.16,85.16,92
Thomas K. Young,10,9.09,84.72,556
BANDAI NAMCO Studios Inc.,10,9.21,84.39,156302
orange,10,7.26,83.67,124
Urban Isotope,10,1.21,83.33,13
dramatic create,10,18.94,83.27,388
11 bit studios,10,6.13,82.82,254543
Stranga Games,10,1.27,82.81,3397
Steelkrill Studio,10,7.44,82.27,1620
eFunSoft Games,10,5.53,82.17,74
Point8 Games Inc.,10,6.45,82.14,20
Fireplay Studio,10,1.82,81.61,105
Invictus Games Ltd.,10,3.85,81.5,6575
Minor Key Games,10,2.02,80.69,9250
Anawiki Games,10,5.47,80.14,218
ACE Team,10,3.24,79.97,19031
Arkane Studios,10,5.21,79.7,257007
Konnichiwa Games,10,0.69,79.47,6534
Kerry Batts,10,11.89,79.45,405
JustTomcuk,10,2.6,79.01,1025
MIROWIN,10,2.29,78.62,2231
Flying Panjandrum / ふらいんぐパンジャンドラム,10,9.28,77.72,542
ESQUADRA,10,7.91,76.2,835
ZHANG FAN,10,2.44,75.89,1134
个人,10,3.94,75.85,151
Overaction Game Studio,10,1.2,75.36,412
Quacky Games,10,6.58,75.05,1403
Whiskeybarrel Studios,10,5.81,74.74,4853
Zojoi,10,2.02,74.41,1236
BufoProject,10,5.84,73.99,552
Nomad Games,10,4.38,73.78,12270
Survios,10,8.29,73.24,8473
PigeonDev,10,1.45,73.22,371
Microblast Games,10,1.17,72.72,16494
Rainbow Games,10,3.49,72.0,811
Aspyr,10,9.52,71.84,22339
Ominous Entertainment,10,1.14,71.39,655
Gameloft,10,5.95,71.29,27126
Auroch Digital,10,5.91,69.71,20583
Positech Games,10,5.19,69.62,18199
k148 Game Studio,10,4.5,68.96,258
PlayFirst,10,6.89,67.26,575
Dogenzaka Lab,10,5.09,66.44,1873
Matthew Lalande,10,4.11,66.0,10
N3V Games,10,4.75,65.27,8004
Playtouch,10,0.64,63.84,155
NedoStudio,10,4.19,61.98,938
Ghost_RUS Games,10,0.55,61.06,156
BloodRain Publishing,10,0.49,60.6,142
Revulo Games,10,2.26,60.3,76
Appnori Inc.,10,10.84,59.74,899
Stardock,10,14.07,59.64,477
GFI,10,2.54,58.1,89
CrazySky3D,10,5.06,55.92,63
Team Spikkeee,10,1.75,54.0,30
TITANIUM ARMOR,10,0.97,50.0,2
exosyphen studios,10,2.55,46.21,2161
Caipirinha Games,10,6.76,45.14,778
Softwaves Mini,10,0.54,36.94,147
ARGames,10,0.49,35.02,414
LFR games,10,2.14,34.24,58
Furry Tails,10,1.34,,0
Game Hollywood Games,10,0.0,,0
Naughty Narratives,10,2.2,,0
Puppetmaster3dx,10,6.19,,0
SUCCUBUS ZONE,10,8.27,,0
Toffer Team,10,2.31,,0
Uintani,10,0.49,,0
ggame,10,2.94,,0
アトリエさくら (Atelier Sakura),10,20.99,,0
樹懶叫工作室,10,5.99,,0
Sweet Banana Games,9,2.35,100.0,3
kurigamedev,9,1.39,96.47,279
Johan Peitz,9,2.33,96.07,339
Waidy Andrade,9,0.71,96.07,397
NEKO WORKs,9,3.13,95.74,82889
Studio Élan,9,7.07,94.51,4172
Wadjet Eye Games,9,4.16,94.28,8229
Oleg Sereda,9,2.55,94.2,115
nP Studios,9,0.0,93.84,64
Hangover Cat Purrroduction,9,5.26,93.6,1070
0cd studio,9,0.99,92.86,10
Syntaxity,9,5.99,92.86,26
Lil Hentai Games,9,0.95,92.32,14116
NoraPerikaProject,9,0.93,92.06,23
Amanita Design,9,3.05,91.85,47892
AQUAPLUS,9,21.38,91.77,5284
Open Alpha,9,0.0,91.61,149
Google Inc.,9,0.0,91.55,1267
Liar-soft,9,9.2,91.44,2710
White Blanket Games,9,3.43,91.11,5282
Hanako Games,9,7.93,90.81,9215
Oh,9,1.6,90.69,379
Daisessen,9,6.45,90.58,54
INTENSE,9,6.87,90.48,848
Coffee Studio,9,1.1,90.29,221
C's earth,9,0.54,89.97,52
Robotizar Games,9,0.78,89.39,210
ApeHardware,9,0.59,89.17,98
origamihero games,9,1.19,89.01,253
Platinum Games,9,2.09,88.86,179
iMel,9,7.55,88.7,959
Green Lava Studios,9,1.88,88.53,4009
Robert Alvarez,9,1.99,88.28,1492
caiys,9,3.37,88.28,6643
Liujiajun,9,1.27,88.2,164
Nyanco Channel,9,0.83,88.14,447
Rake in Grass,9,5.07,87.97,7039
Orange_Juice,9,3.06,87.14,32021
eTIRUe,9,5.07,86.85,3582
inkle Ltd,9,7.67,86.61,6466
FadyGames,9,6.16,86.48,113
Wix Games,9,5.16,86.29,1516
Triumph Studios,9,6.85,85.18,52551
TT Games,9,4.81,84.92,96733
SUCCESS Corp.,9,11.28,84.67,318
Stanislaw Truchowski,9,1.24,84.58,3771
TRIANGLE SERVICE,9,6.66,84.42,268
Tamsoft,9,8.97,84.35,19662
Milkstone Studios,9,5.51,84.26,38054
IKINAGAMES,9,3.78,84.06,179
GRASSHOPPER MANUFACTURE INC.,9,11.24,83.95,14937
Frontline: Games Series,9,4.21,83.8,370
OZNA STUDIO,9,2.66,83.35,321
Interplay Entertainment Corp.,9,10.88,83.27,827
Monolith Productions,9,3.71,83.27,217745
Sumo Digital,9,14.3,83.25,52500
mc2games,9,4.93,83.19,2145
CD PROJEKT RED,9,4.21,82.44,1898518
Rabotiagi games,9,1.06,82.23,3686
NCH Software,9,47.6,82.04,122
Nadeo,9,7.88,81.35,37944
CrazyLabs,9,1.41,81.32,341
Dejobaan Games,9,9.27,81.1,3542
Eugen Systems,9,5.7,80.85,59171
Avalanche Software,9,7.66,80.57,327469
JinCycle,9,1.55,80.0,12
CAPCOM CO.,9,5.87,79.81,27997
Orneon,9,4.82,79.77,80
Rionix,9,1.02,79.73,632
WolverineSoft Studio,9,0.0,79.7,37
SMG Studio,9,5.66,79.33,42781
World-Loom,9,4.22,79.29,2328
Starni Games,9,11.6,79.27,2532
Aleksey Izimov,9,1.46,79.13,244
Enlight Software Limited,9,3.52,78.84,2533
The House of Fables,9,3.91,78.63,2469
Pine Studio,9,4.95,78.6,21796
rokaplay,9,1.91,78.38,1026
Nerial,9,3.32,78.19,13916
Funcom,9,5.91,78.12,131065
Thoth VR Health,9,3.55,78.1,25
Raptor Claw Games,9,4.93,77.88,2579
STP WORKS,9,2.52,77.76,1227
ToastieLabs,9,2.44,77.58,10669
Pendulo Studios,9,2.66,77.48,10901
Volition,9,2.19,77.15,116875
Vertigo Gaming Inc.,9,3.91,76.95,11275
Challenging Games,9,2.41,76.92,183
Grindwheel Games,9,3.59,76.67,17
KING Art,9,5.49,76.44,23378
IndigoWare,9,1.22,76.29,76
ClockStone,9,2.51,76.13,11703
Sheer Studios,9,1.46,75.82,853
CryneX,9,3.44,75.71,17
Limited Run Games,9,12.82,75.71,697
Puzzle Lab,9,1.25,75.63,219
Yume Creations,9,2.34,75.53,877
Repa Games,9,0.62,75.23,890
NYX Digital Ltd,9,2.16,75.14,74
Nexus Media,9,2.09,75.0,4
Pickle Drugs,9,0.97,74.9,513
iGindisGames,9,7.78,74.56,97
Out of the Park Developments,9,18.88,73.07,1902
Supermassive Games,9,9.9,73.02,57815
AgeOfGames,9,0.96,72.79,112
Fatshark,9,2.38,72.73,273041
Genene Game,9,0.81,72.62,84
BekkerDev Studio,9,3.25,72.2,812
OxygenStudio,9,4.38,72.12,106
Q-Games Ltd.,9,6.17,71.16,2426
JimJams Games,9,4.32,70.96,53
PanGuoJun,9,0.71,70.58,707
Aurora,9,3.79,70.4,30
Animas Games,9,5.7,70.37,24
Dymchick1,9,1.32,70.36,2156
Microprose,9,1.73,70.22,77
Hardi,9,8.05,69.9,140
AECRNIA,9,3.99,69.66,198
Kaneda Games,9,2.82,69.23,73
Vladimir Maslov,9,1.17,68.64,2550
stillalive studios,9,7.95,68.64,25825
LeonWaan Games,9,0.99,68.48,748
NLB project,9,1.22,68.43,611
Balio Studio,9,8.81,68.36,322
Storytaco,9,6.53,68.36,4333
Mzonestudio,9,0.86,68.33,574
Ageod,9,9.51,68.06,1863
Live Motion Games,9,3.16,67.76,8956
Julian Henley,9,4.55,67.73,94
AcroGames,9,3.32,66.8,24
Zhang Huiqin,9,1.22,66.67,8
RIVERSIDE SPORTS,9,1.55,66.1,5354
NL Studio,9,0.51,66.01,144
Inner Realm Studios,9,3.43,65.35,537
GreatherGames,9,0.73,64.67,205
Realmforge Studios,9,6.73,64.49,29778
CI Games,9,3.38,64.17,116030
Markus Korda,9,2.55,63.0,21
Sanuk Games,9,2.13,62.72,1167
Vox Mare,9,2.02,62.5,7
Ruskija game experience,9,0.65,62.0,190
LTZ,9,0.49,61.64,219
Mad Data,9,3.73,61.24,175
Black Lime Studio,9,0.52,60.16,3117
Reality Pump Studios,9,4.5,60.04,16630
FarSight Studios,9,13.97,58.96,4776
Interactive Gaming Studios,9,2.67,58.49,779
Marginal act,9,2.82,58.48,227
Dog On God,9,2.06,58.15,52
meokigame,9,1.52,57.91,197
Rosa Special Studio,9,1.26,57.63,1102
Funny Twins,9,2.55,56.87,218
BT Studios,9,1.27,55.98,242
Tom's Feral Cat Games,9,0.49,54.68,56
Shoho Games,9,0.77,54.11,234
Wastelands Interactive,9,1.04,53.62,1768
KR Games,9,3.32,52.68,191
King Key Games,9,2.21,52.33,270
Evil Bunneh,9,2.51,52.04,84
Sunlight Games,9,2.64,50.37,1220
Crossplatform,9,2.05,50.21,47
GDNomaD,9,0.49,49.37,3772
Softwaves,9,0.74,40.64,371
SmartOliveGames Ltd,9,0.44,24.03,78
Technologies&Simulators,9,2.41,9.64,46
CRX Entertainment Pte Ltd.,9,4.57,2.5,13
Zee Vital,9,1.83,0.0,6
Carnality INC,9,7.05,,0
Ero Team Triangle,9,1.86,,0
Inceton Games,9,6.99,,0
JellyFluff Games,9,5.44,,0
Kopon Games,9,1.3,,0
MILF Factory,9,6.38,,0
Nyankofeti,9,14.77,,0
Pantsu Productions,9,0.85,,0
PastureSoft,9,6.16,,0
Pookie,9,5.42,,0
simplecakestudio,9,0.99,,0
McPeppergames,8,6.23,100.0,3
zzzgame,8,5.35,100.0,7
Noobzilla,8,0.82,98.88,89
Emerald Knight Interactive LLC,8,2.21,98.69,29
Daisy Games,8,2.58,98.09,252
Circle Fairy Flower,8,5.47,97.56,119
Sinomod Studios,8,2.3,97.03,163
minori,8,10.27,96.81,5414
Attack Studio,8,0.63,96.63,141
MUTAN,8,3.93,96.28,358
ShortStackStudio,8,0.82,96.15,186
Adventure Islands,8,1.95,95.89,566
Sting,8,11.74,95.06,539
Innocent Grey,8,12.93,94.8,6266
Reanim Games,8,0.56,94.59,69
Free Lives,8,5.08,93.96,106247
TreeFall Studios L.L.C.,8,2.1,93.77,80
Narrator,8,6.12,93.38,940
Alkinoy,8,1.63,93.34,427
Male Doll,8,4.12,93.33,15
Ferulox Studios,8,2.99,93.28,128
Tuga Studios,8,3.18,92.93,27
TERARIN GAMES,8,6.93,92.9,307
Scott Cawthon,8,4.62,92.71,201553
Cosmic Void,8,2.9,92.34,548
Argent Games,8,4.62,92.32,1131
Supernova Games,8,2.18,92.28,224
FM Simple Games Studio,8,1.88,92.03,125
Deep Green Games,8,1.65,91.75,416
VICTORIA Games,8,1.49,90.78,275
Fallen Tree Games Ltd,8,5.23,90.72,9386
BeXide Inc.,8,7.48,90.5,2266
Akhir Pekan Studio,8,3.43,89.87,1513
致意,8,3.03,89.72,4092
Cannibal Interactive,8,2.93,89.58,108
MoeNovel,8,3.33,89.41,8461
NP,8,2.43,89.36,552
FreakZone Games,8,5.61,89.19,5134
Happymeal Inc.,8,5.8,89.19,100
Peach Rain,8,1.76,88.68,429
Sensen Games,8,2.02,88.53,243
Who We Are Games,8,0.54,88.34,995
PLAY Mephistowaltz,8,4.48,88.21,361
Opala Project,8,2.31,88.09,231
Fractal Projects,8,1.17,88.03,2785
Grey Alien Games,8,3.97,87.78,2868
Leslaw Sliwko,8,12.68,87.75,1466
theNeko,8,0.63,87.5,16
Blazing Planet Studio,8,2.05,87.49,3324
Rogueside,8,5.53,87.41,15495
橘子班,8,2.79,87.26,11733
Nochi Studios,8,11.21,87.07,69
Fortcullis Games,8,1.47,86.66,93
Popoko VM Games,8,4.74,86.66,101
Steel Wool Studios,8,23.43,86.65,82537
Fury Software,8,13.52,86.57,1733
RETSUZAN,8,3.45,86.17,67
Growfall Games,8,0.84,86.14,266
5minlab Corp.,8,4.98,85.91,2539
SpielmannSpiel,8,4.15,85.89,193
Tripwire Interactive,8,6.28,85.83,252991
Ironhide Game Studio,8,7.74,85.81,53572
EXAMGAMES,8,5.13,85.67,198
TAITO CORP.,8,16.62,85.61,2196
Velsin,8,3.43,85.41,210
Creepy Brothers,8,4.82,85.35,6812
Pitigamedev,8,5.12,85.24,30
Woodsy Studio,8,4.8,85.09,368
NikiGames,8,0.59,85.0,16
QubicGames,8,2.41,84.92,78
HeartBeat Plus,8,6.09,84.7,5480
Remedy Entertainment,8,5.42,84.45,164102
Fewjix,8,1.53,83.93,191
Larian Studios,8,8.5,83.84,1003074
Tony Wang,8,3.42,83.74,158
Flying Wild Hog,8,5.49,83.68,81617
Brain Seal Ltd,8,4.8,83.46,1448
WRF Studios,8,5.18,83.35,796
VaragtP,8,0.69,83.3,10254
Acram Digital,8,9.73,83.29,818
Nerdook Productions,8,2.65,83.15,3479
No.25,8,1.24,83.0,2199
Dracula's Cave,8,2.77,82.67,263
Fabraz,8,2.9,82.59,1458
Fun Infused Games,8,0.76,82.51,323
Unbound Creations,8,3.99,82.48,3332
Cyan Worlds Inc,8,10.37,82.37,9949
Piranha Bytes,8,5.62,82.31,90444
Toge Productions,8,3.69,82.29,16333
Vile Monarch,8,3.38,81.84,11397
Chibig,8,3.31,81.64,4496
guilemus,8,1.31,81.44,413
Cygames,8,13.93,81.33,79654
Game Sunlight,8,0.49,81.31,43
Mismatch Studio,8,2.62,80.83,5914
Blendo Games,8,5.68,80.69,6522
Neoclassic Games,8,1.0,80.57,1559
Raven Software,8,6.79,80.31,38548
Choice Provisions,8,5.39,80.21,5692
Michaela Laws,8,3.24,80.17,2913
Perverse Games,8,0.96,80.16,1023
Kwing works,8,1.93,80.13,634
Flying. Stone. Production,8,1.46,80.0,21
AMPLITUDE Studios,8,9.12,79.77,95390
lamb of game,8,0.68,79.45,1451
Twilight Sonata Studio,8,1.09,79.23,2765
Fancy Fish Games,8,5.09,79.11,2211
Tuning Mania,8,1.75,78.87,116
bair games,8,18.8,78.59,35
Digital Reality,8,1.52,78.22,3784
Alientrap,8,3.02,78.14,12538
Sonic Team,8,17.61,78.08,61118
Noah Lewin,8,3.05,77.59,550
Luden.io,8,5.5,77.43,9422
Playcademy,8,2.23,77.39,478
Rockstar Games,8,16.54,77.29,830155
Rainbow Studios,8,6.8,77.28,11111
Game Museum,8,2.95,76.36,446
Bandai Namco Studios Inc.,8,7.32,76.33,144042
Tomas Daugela,8,1.3,76.2,93
吃了就睡工作室,8,3.74,75.54,2774
弘煜科技事業股份有限公司,8,2.97,75.5,842
Overflow,8,8.85,75.27,1719
SneakyBox,8,6.48,75.2,162
tjern,8,1.31,75.16,225
Reine Works,8,6.62,75.05,432
Ryan Silberman,8,1.25,74.36,104
Kazakov Oleg,8,1.95,74.0,6234
Tate Multimedia,8,1.67,73.99,12543
Petoons Studio,8,11.24,73.7,1877
Digital Happiness,8,7.24,73.68,8652
StudioGIW,8,11.45,73.65,184
Bewolba Studios,8,5.77,73.61,320
MY.GAMES,8,0.68,73.36,112952
Tribute Games Inc.,8,12.46,73.29,18831
Climax Studios,8,4.58,73.23,7960
Rusimitu Games,8,2.98,73.16,84
L&P,8,2.74,72.88,1052
Ankama Studio,8,1.56,72.86,12813
Teyon,8,7.05,72.65,39974
Rage Software,8,2.37,72.2,2295
CelleC Games,8,0.0,72.08,265
CINEMAX GAMES,8,2.67,71.8,2385
MYSTERY CROWN,8,6.38,71.8,790
Emblematic Group,8,0.0,71.71,325
Black Forest Games,8,5.88,71.65,18422
Egosoft,8,2.97,71.41,35866
Itera Laboratories,8,5.15,71.2,220
RedKar Devs,8,2.88,70.93,789
First Games Interactive,8,3.13,70.82,496
Bloober Team SA,8,15.87,70.67,79597
NetEase Games,8,0.0,70.56,290666
Reverie World Studios,8,6.48,70.36,8554
Aesir Interactive,8,7.39,70.1,21566
Skull Box Games,8,1.36,69.99,213
NipoBox,8,1.81,69.91,642
Cheesecake Dev,8,3.48,69.51,38049
chengcong,8,1.61,69.15,387
Blazing Griffin,8,5.62,68.84,5359
JanduSoft,8,2.78,68.53,2864
▲ Pyramid Games,8,4.17,67.76,5927
HapGames,8,4.08,67.58,83
samuel crevier,8,1.37,67.46,222
HaDe Games,8,0.56,67.34,412
SmallRiverStudio,8,1.18,66.67,5
Codemasters,8,23.37,66.5,109142
Cryo Interactive,8,1.69,66.44,628
Fakt Software,8,7.87,66.17,10428
Spellbound,8,2.38,65.93,8868
Wathitdew Record,8,2.32,65.71,26
RandomSpin,8,0.59,65.65,748
RedZyrro,8,1.01,65.33,39
Digital Fusion Inc.,8,2.2,65.29,417
Childish Things Ltd,8,13.24,65.21,470
Gammera Nest,8,2.14,63.77,881
Immersion,8,6.49,63.7,342
Games Farm,8,8.71,63.12,12724
phime studio LLC,8,2.96,62.49,401
Novalink,8,3.0,62.24,54179
Andreev Worlds,8,14.81,61.48,504
GameDev_ToolMaker,8,11.55,61.02,71
Image Power S.A.,8,3.06,60.74,1166
ChessBase GmbH,8,64.05,60.51,166
Leakage Games,8,1.49,60.04,332
Cleverweek,8,2.74,59.85,1407
Polantronic,8,2.99,59.34,60
Absolutist Ltd.,8,2.62,59.08,722
nikukyu,8,4.98,58.97,78
XDesktopSoft,8,2.02,57.72,564
Cloaz Studio,8,1.19,57.44,264
Yang Sun,8,0.86,57.1,230
MAGame,8,2.55,56.57,276
Josep Monzonis Hernandez,8,3.13,56.35,98
The Voices Games,8,0.49,55.61,49
PELMENI GAMES,8,0.64,55.6,149
khos85,8,0.0,55.21,212
哈视奇科技,8,6.74,54.11,362
Red twice potato,8,2.87,53.97,190
VGstudio,8,0.67,53.55,2030
GraphXGames,8,2.38,51.39,13
X-Legend Entertainment Co.,8,0.0,51.36,955
Stop-TussiN,8,1.04,51.02,440
HALVA Studio,8,1.92,50.51,135
Pine Games,8,0.79,47.5,40
Samuka Gomes,8,1.4,47.21,135
Eathrabaria,8,3.19,41.65,307
Sebastian Kemper,8,8.74,40.74,129
SupKai,8,1.19,35.44,69
Second Avenue Learning,8,1.99,33.33,3
臻新,8,9.35,25.0,9
100 Cats,8,0.45,,0
Capky Games,8,5.7,,0
Catnip Studio,8,1.02,,0
Feeling Potion,8,5.2,,0
Hentai Puzzle,8,0.87,,0
HotBamboo,8,5.48,,0
Keyjoker Games,8,0.84,,0
Krujoko,8,2.8,,0
Overlord Empire LLC,8,8.99,,0
SOULCHAN,8,1.62,,0
Two Cats Games,8,0.25,,0
Vancouver Film School,8,0.0,,0
by Cassandra,8,8.78,,0
Andrealphus Games,7,5.28,100.0,1
Drillimation Systems,7,3.46,100.0,14
GGOLDBIG,7,2.68,100.0,3
NEETNectar,7,0.32,100.0,1
Night Stroll Studio,7,5.43,100.0,6
SEO SOFT,7,0.0,100.0,11
Y-Square Games G.K.,7,3.03,100.0,4
Seal,7,1.76,98.22,1661
Enchant Games,7,2.47,96.68,264
African boy Keita studio,7,0.59,96.67,19
Wise Box Studios,7,1.3,95.8,135
Two and a Half Studios,7,5.28,95.73,11093
npckc,7,3.42,95.27,4305
HitherYon Games,7,2.39,95.17,112
DreamStudios,7,0.71,95.09,44
Debonosu Works,7,4.49,94.64,56
resnijars,7,3.92,94.27,252
Fireproof Games,7,4.56,93.96,81062
Crush-vAdin,7,2.42,93.83,417
Freebird Games,7,1.96,93.53,124894
Lump of Sugar,7,12.63,93.43,3801
Thedox Games,7,0.62,93.28,386
Lingtan Studio,7,4.42,93.21,2833
3DI LLC,7,4.56,92.86,8
Pinhead Games,7,2.56,92.85,378
CyberConnect2,7,22.42,92.8,24558
ArenaNet®,7,2.86,92.57,21594
Orfeas Game Studio,7,2.53,92.51,119
Majorariatto,7,2.06,92.49,7472
Day Art's Games,7,2.13,92.29,162
Snowhaven Studios,7,4.85,92.26,90
MOONSTONE,7,15.48,92.0,2310
DDreams Games,7,7.1,91.83,525
Gustav,7,1.98,91.34,2210
Google,7,0.0,90.67,5801
Landfall,7,3.82,90.61,292297
SkyBrave,7,3.88,90.39,141
Sylph,7,2.89,90.37,501
Elephant,7,5.85,89.73,51
Just Sauce Studio,7,2.35,89.52,461
Adept Studios GD,7,1.92,89.38,231
Nikolai Usachev,7,0.85,89.37,927
isTom Games Kft.,7,7.35,89.35,2357
MeteorWing,7,2.66,89.28,16
BrainGoodGames,7,4.13,89.15,718
Parham,7,0.99,88.85,59
Flying Islands Team,7,0.86,88.8,732
Unknown Worlds Entertainment,7,4.56,88.77,435631
FromSoftware,7,38.42,88.69,2096434
Capstone Software,7,2.62,88.35,171
Love in Space,7,6.56,88.28,5416
KAYAC Inc.,7,4.98,88.16,256
MMG Company,7,1.65,88.13,57
Schmidt Workshops,7,4.2,88.08,669
Samurai Punk,7,2.88,88.03,3882
Insomniac Games,7,19.7,87.79,202522
Witty Kitty,7,0.99,87.66,221
Hello There Games,7,10.2,87.53,6158
OKCITY,7,1.5,87.5,22
Bartoš Studio,7,1.91,87.31,700
Stately Snail,7,2.55,87.06,2749
Naku Kinoko,7,6.41,87.03,648
Beamdog,7,4.82,86.95,48605
Bithell Games,7,6.25,86.94,13295
Impressions Games,7,2.48,86.91,8359
Agelvik,7,5.08,86.89,518
David Pateti,7,3.06,86.76,489
AGE Zero,7,1.35,86.73,72
Dynamic Pixels,7,1.71,86.64,36552
UnderLight,7,1.49,86.47,40
Montee Games,7,2.83,86.43,414
Rocksteady Studios,7,3.21,86.4,323965
Windybeard,7,3.08,86.22,1635
The Game Kitchen,7,7.28,86.19,69159
EMIKA_GAMES,7,3.38,86.1,11429
Prime Bit Games SA,7,6.42,86.09,294
Tainted Pact,7,3.29,85.89,757
Tequila Works,7,15.6,85.86,23569
Alcedo Games,7,2.42,85.74,3663
夜行者,7,0.99,85.71,9
Coatsink,7,2.49,85.66,17940
CodeManu,7,6.56,85.63,1681
Kiki Games,7,4.89,85.57,2838
Coldwild Games,7,4.1,85.53,4852
Introversion Software,7,4.42,85.52,85226
Simon Eftestol,7,0.96,85.5,1067
LKMAD,7,1.69,85.38,104
CuberZ,7,3.85,85.0,10
Doomster Entertainment,7,1.66,85.0,1384
Handelabra Games Inc.,7,3.68,84.91,4275
Rogue Duck Interactive,7,5.08,84.75,1688
Kool2Play,7,3.22,84.64,811
Soldak Entertainment,7,6.82,84.4,1445
Mommy's Best Games,7,2.06,84.18,1634
SpoocleMacBoogle,7,2.25,84.01,479
LU QI,7,0.56,83.98,334
ByteRockers' Games,7,3.82,83.48,1115
Ninja Theory,7,6.85,83.46,121155
M2 Co.,7,11.4,83.28,1137
Serhii Khramov,7,3.42,83.22,194
Playsaurus,7,1.57,83.0,80709
Apogee Entertainment,7,2.74,82.87,873
Specialbit Studio,7,2.5,82.46,1411
UnderDoor,7,4.85,82.46,71
Mythical City Games,7,5.88,82.4,524
Mini Fun Games,7,2.09,82.26,382
Atlas V,7,3.21,82.17,213
SEKTOR GAMES,7,2.06,81.79,210
Owlchemy Labs,7,13.85,81.78,9872
Lunarhellgames,7,3.84,81.77,56
Sierra,7,6.63,81.7,2378
TERNOX,7,2.23,81.64,2299
Avalanche Studios,7,1.69,81.63,308388
Milk Poison,7,0.57,81.45,53
Shiro Games,7,8.2,81.35,121177
BlueEagle Productions,7,1.63,81.08,3206
DOMO Studio,7,3.85,81.08,5649
Toyman,7,11.56,81.06,219
Fishing Cactus,7,6.58,81.02,7685
The Knights of Unity,7,4.53,80.95,11037
Cakewalk,7,0.0,80.9,229
343 Industries,7,1.54,80.82,420650
Roppy Chop Studios,7,1.85,80.7,190
SpinTop Games,7,0.99,80.6,718
INSIDE SYSTEM,7,4.3,80.44,436
GameChanger Studio,7,3.5,80.35,2400
AleCubicSoft,7,4.15,80.27,1700
RhinoGearz,7,5.28,80.12,374
PUMPKIM,7,1.02,80.11,11588
David Gallardo,7,2.11,80.0,1109
Mastery VR,7,6.7,79.55,51
Battlefront,7,30.85,79.53,2000
DevilishGames,7,2.2,79.44,579
Faithy Games,7,0.43,79.13,167
赚大钱工作室,7,1.49,78.58,164
Jloo,7,2.29,78.57,20
BoomBit,7,4.92,78.51,97
PS Games,7,2.22,78.44,291
Ertal Games,7,6.21,78.31,33
Darkling Room,7,2.38,78.0,1515
PHL Collective,7,11.92,77.84,812
Terminal Reality,7,5.95,77.84,3582
Bry Guy Studios,7,1.57,77.78,40
Strategic Designs Ltd.,7,12.85,77.69,339
MagicIndie,7,2.09,77.39,1222
Xaloc Studios,7,8.56,77.26,110
Animation Arts,7,1.48,77.11,1862
Marmalade Game Studio Ltd,7,3.8,77.11,11498
Somnambulist Games,7,4.04,77.08,213
Daniel Rychlý,7,2.42,77.04,83
Muse Games,7,2.88,76.99,20299
ONEONE1,7,10.9,76.87,2345
Big Fish Studios,7,4.56,76.17,443
艾露比工作室,7,4.99,76.14,139
Asobo Studio,7,19.03,76.07,164711
Core Design,7,3.44,75.88,12199
Exordium Games,7,6.21,75.83,1798
Quicksilver Software,7,5.92,75.43,388
Every Single Soldier,7,8.99,75.42,1997
Insane Dreamers,7,8.22,75.24,1398
Cult Software,7,0.63,74.7,537
Hyper Hippo Games,7,0.55,74.64,66615
GexagonVR,7,4.02,74.39,6290
BattleGoat Studios,7,6.13,74.11,2375
2ev1l,7,2.19,73.81,57
Terapoly,7,2.82,73.74,2304
Batuhan Ertan,7,2.42,73.69,29
Xitilon,7,3.42,73.44,646
ThinkOfGames,7,0.58,73.43,2278
The Farm 51,7,7.03,73.15,25616
Cobra Mobile,7,5.56,72.81,1836
Lighthouse Games Studio,7,1.83,72.74,13036
Simplicity Games,7,6.68,72.07,252
Digital Leisure Inc.,7,2.49,72.02,6709
REVVALUTION Studio,7,2.47,71.75,954
TakeThem.Games,7,1.05,70.83,24
Eclipse Games,7,2.33,70.67,866
OSome Studio,7,3.06,70.65,3167
Renderise,7,2.92,70.4,17334
BadWolf Games,7,0.83,70.33,471
Torus Games,7,7.45,70.24,2619
Spiders,7,6.35,69.91,36311
Dark Gaia Studios,7,0.64,69.78,467
Ratalaika Games S.L.,7,4.99,69.6,180
Pigeon-G,7,7.49,69.34,223
Sports Mogul,7,13.99,69.27,230
Casual Brothers Ltd.,7,8.99,69.23,319
RoomsForRockets,7,0.92,69.21,212
34BigThings srl,7,4.78,69.05,10068
CCYY,7,1.99,68.91,375
Creative Storm Entertainment,7,4.46,68.88,1419
Avalon Digital,7,12.31,68.83,389
ZOO Digital Publishing,7,0.74,68.41,50
Mårten Jonsson,7,2.09,68.04,2144
Daniel Li,7,8.28,67.66,118
